Amount,Use_Chip,Merchant_City,Gender,City,State,Per_Capita_Income_Zipcode,Yearly_Income_Person,Total_Debt,FICO_Score,Num_Credit_Cards,Card_Type,Credit_Limit,Fraud,Date,Age_Group
36.29,Swipe,Algiers,Female,Hickman,NE,23029,46956,94340,610,2,Debit,21968,Yes,2006-02-18,51-65
103.06,Online,ONLINE,Male,Rocky Point,NY,28694,58503,37838,680,4,Credit,12400,Yes,2008-07-24,36-50
77.25,Swipe,San Antonio,Male,San Antonio,TX,21563,43968,71218,644,1,Debit,24295,No,2010-11-04,26-35
43.17,Swipe,Dallas,Female,Killeen,TX,14665,29897,27736,760,6,Debit,620,No,2013-05-25,26-35
87.67,Online,ONLINE,Male,New Orleans,LA,17536,35755,61748,708,4,Debit,24295,Yes,2010-10-24,26-35
1.16,Swipe,Tulsa,Male,Tulsa,OK,11633,23718,1386,712,2,Debit,24295,No,2019-01-03,36-50
34.63,Chip,Rome,Female,Jeffersonville,KY,13602,27733,21785,765,3,Debit,24295,Yes,2019-04-02,51-65
57.62,Swipe,Los Angeles,Male,Los Angeles,CA,11329,23103,63635,681,3,Debit,21968,No,2009-07-01,51-65
9.56,Swipe,Jonesboro,Male,Tyronza,AR,14172,26858,11245,712,2,Debit,21968,No,2012-10-23,66+
37.58,Online,ONLINE,Male,Tulsa,OK,11633,23718,1386,712,2,Debit,21968,Yes,2012-06-10,36-50
189.41,Online,ONLINE,Female,Vanceboro,NC,14844,30265,36789,814,4,Debit,21968,Yes,2008-04-11,66+
146.8,Chip,New Smyrna Beach,Female,Daytona Beach,FL,16733,34112,39842,725,4,Debit,21968,Yes,2015-07-06,36-50
3.97,Swipe,Detroit,Male,Detroit,MI,14848,28714,12978,638,2,Debit,24295,No,2010-05-01,66+
292,Online,ONLINE,Female,Everett,PA,15262,38499,1493,746,5,Debit,24295,Yes,2016-04-21,66+
140,Chip,Brooklyn,Female,Brooklyn,NY,19652,31317,4591,687,4,Debit,46414,No,2015-12-27,66+
7.09,Chip,Omaha,Male,Omaha,NE,28553,58223,128784,689,2,Debit,24295,No,2016-05-15,36-50
115.26,Swipe,Algiers,Female,Charleston,WV,16835,13937,3854,783,4,Credit,12400,Yes,2006-01-06,66+
42.57,Swipe,Girard,Male,Seneca,PA,16237,33108,44044,829,2,Debit,24295,No,2011-01-10,36-50
80,Swipe,Pomona,Male,Pomona,CA,16025,32678,44434,693,3,Debit,21968,No,2014-11-08,51-65
93,Swipe,Modesto,Female,Modesto,CA,13015,26535,93592,724,5,Debit,46414,No,2004-01-28,51-65
20.88,Chip,Rome,Female,Lubbock,TX,17444,35565,54634,681,3,Debit,24295,Yes,2018-09-14,26-35
137.7,Online,ONLINE,Male,Stamford,CT,34138,69604,47193,684,4,Debit,24295,Yes,2015-07-31,51-65
84.69,Online,ONLINE,Female,Memphis,TN,28570,58248,107130,728,4,Credit,12400,Yes,2007-10-13,51-65
159.73,Online,ONLINE,Female,Waukegan,IL,15770,32150,47179,717,6,Credit,12400,Yes,2015-09-28,36-50
69.54,Online,ONLINE,Female,Pittsfield,NH,19781,40334,65793,597,3,Debit,24295,No,2020-02-16,36-50
163.07,Swipe,Lubbock,Male,Mitchell,IN,15981,32583,12501,812,7,Debit,620,No,2010-02-24,51-65
62.35,Online,ONLINE,Male,Westfield,NC,15838,27266,19798,777,5,Debit,21968,Yes,2007-10-03,66+
1.84,Swipe,Bruceton Mills,Male,Huntington,WV,21842,44534,107410,702,4,Debit,21968,No,2018-07-04,26-35
85.14,Swipe,Garland,Female,Garland,TX,27057,55172,96779,629,3,Debit,24295,No,2014-01-24,36-50
20.58,Online,ONLINE,Female,San Diego,CA,13805,28147,25987,756,7,Credit,12400,Yes,2007-05-26,51-65
53.55,Online,ONLINE,Female,Barron,WI,15371,31343,49537,741,3,Debit,21968,Yes,2004-02-24,51-65
48.66,Online,ONLINE,Female,Jackson,MS,13717,27967,50159,690,2,Debit,24295,Yes,2016-12-04,36-50
60,Swipe,Charlotte,Female,Monroe,NC,17595,35876,50190,635,3,Debit,21968,No,2008-02-05,36-50
2.28,Online,ONLINE,Male,Morrisville,NC,37121,75682,37163,727,5,Debit,21968,Yes,2010-11-05,36-50
18.71,Swipe,Loudonville,Female,Flagstaff,AZ,21950,27484,16803,660,4,Debit,46414,Yes,2007-06-28,66+
4.35,Online,ONLINE,Male,Campbell,TX,18934,38609,27463,740,3,Debit,21968,Yes,2016-11-13,36-50
10.12,Swipe,Los Altos,Female,Sunnyvale,CA,45509,92785,122254,786,6,Debit,620,Yes,2012-02-24,51-65
43.84,Swipe,Mount Holly,Male,Mount Holly,NC,22487,45852,114746,615,2,Debit,21968,No,2018-01-27,51-65
463,Swipe,Istanbul,Male,Paragould,AR,15447,31499,45661,782,4,Debit,24295,Yes,2004-10-04,36-50
0.51,Swipe,Lansing,Male,Lansing,NC,12630,25748,41455,738,3,Debit,21968,No,2011-03-24,36-50
167.34,Online,ONLINE,Male,Princeton,NJ,0,920,1914,788,3,Debit,21968,Yes,2008-09-12,51-65
29.16,Swipe,Pueblo,Female,Colorado Springs,CO,22185,31942,11845,713,6,Debit,21968,No,2009-04-06,66+
53.96,Online,ONLINE,Female,Trinidad,CA,15296,22290,9235,716,6,Debit,620,Yes,2010-07-23,66+
50.47,Chip,San Leandro,Male,San Leandro,CA,24971,30962,15336,743,5,Credit,12400,No,2019-09-18,66+
-396,Online,ONLINE,Female,Waldorf,MD,35114,71593,132181,821,3,Debit,46414,Yes,2008-06-28,51-65
2.85,Swipe,Creston,Male,Canal Fulton,OH,22170,45202,71022,683,4,Debit,21968,Yes,2005-11-21,51-65
191.17,Chip,Rome,Female,Plattsburgh,NY,20177,41141,71060,683,2,Debit,21968,Yes,2019-05-24,36-50
75.09,Online,ONLINE,Male,Saint Johnsbury,VT,18069,36843,52248,772,5,Debit,21968,No,2007-09-18,36-50
32.69,Swipe,Beaverton,Female,Beaverton,OR,21702,44249,103229,706,5,Credit,12400,No,2019-08-14,36-50
24.64,Online,ONLINE,Male,Naples,FL,17455,35590,92603,720,4,Debit,46414,No,2004-07-05,51-65
34.32,Online,ONLINE,Female,Hattiesburg,MS,14383,9678,812,688,6,Debit,620,Yes,2010-01-28,66+
58.46,Swipe,Federal Way,Female,Bothell,WA,33226,67747,76650,804,3,Debit,46414,No,2002-06-27,36-50
52.87,Swipe,Lexington,Female,Lexington,KY,28583,58278,51539,689,6,Debit,46414,No,2008-02-02,51-65
49.07,Online,ONLINE,Female,Parma,MO,11636,23725,47647,710,5,Debit,46414,Yes,2007-09-15,51-65
61.9,Online,ONLINE,Female,De Soto,KS,24982,50934,54406,720,3,Debit,24295,Yes,2015-10-11,26-35
50.37,Swipe,Lake View,Male,Lake View,NY,25916,52841,36288,733,5,Debit,21968,No,2012-09-04,51-65
-245,Swipe,Algiers,Male,Maywood,IL,15451,22158,19101,681,5,Debit,46414,Yes,2006-04-03,66+
73,Swipe,Saint Johns,Female,Rosebush,MI,16542,33728,107287,730,3,Debit,21968,No,2015-07-21,51-65
191.44,Swipe,Yountville,Female,Walnut Creek,CA,42234,79870,4031,609,2,Debit,21968,No,2012-12-03,66+
13.27,Swipe,Houston,Female,Houston,TX,95039,193773,241571,660,1,Debit,24295,No,2008-11-19,36-50
15.2,Chip,Rome,Male,Lovelock,NV,18734,38193,39874,703,3,Debit,21968,Yes,2018-11-22,26-35
7.65,Chip,Louisville,Male,Louisville,KY,25258,51499,7226,788,4,Debit,21968,No,2018-12-26,36-50
24.19,Swipe,Saint Louis,Female,Ashland,KY,18916,38568,66300,756,4,Debit,21968,No,2014-12-28,36-50
12.5,Online,ONLINE,Male,Cleveland,OH,19524,41109,21486,698,2,Debit,24295,Yes,2016-01-31,66+
11.17,Chip,Rome,Female,Palm Coast,FL,17142,31805,614,755,6,Debit,46414,Yes,2019-01-15,66+
4.87,Swipe,Middletown,Male,Middletown,NY,22621,38689,8942,836,5,Debit,46414,No,2017-09-08,66+
53.93,Chip,Rome,Female,Pottsboro,TX,20874,32669,1433,755,5,Debit,21968,Yes,2017-12-20,66+
44.18,Swipe,Punxsutawney,Female,Marion Center,PA,16071,32770,103262,641,4,Debit,21968,No,2003-02-10,36-50
76.92,Chip,Cherry Hill,Female,Mendham,NJ,91180,185909,461854,621,5,Debit,24295,No,2016-09-10,66+
30.32,Online,ONLINE,Male,Newburgh,NY,22762,46408,0,847,7,Debit,46414,Yes,2009-05-16,36-50
7.37,Online,ONLINE,Female,Waipahu,HI,21314,32232,21134,652,5,Debit,21968,Yes,2010-08-16,66+
181.74,Online,ONLINE,Female,Little Neck,NY,37891,77254,191349,701,5,Debit,21968,Yes,2016-06-09,51-65
15.64,Swipe,Ashburn,Female,Broad Run,VA,35905,73208,115827,664,6,Debit,620,No,2013-01-13,36-50
1.28,Chip,Aurora,Female,Midlothian,IL,22348,45570,0,712,3,Debit,21968,No,2017-11-10,51-65
22.47,Swipe,Stamford,Female,Wilton,CT,94302,192269,100192,700,6,Debit,24295,No,2010-08-30,51-65
4.53,Online,ONLINE,Female,Somerset,CA,19471,39700,59062,701,3,Debit,21968,Yes,2008-03-13,36-50
1.94,Swipe,Sammamish,Male,Sammamish,WA,50607,103185,206422,564,1,Debit,24295,No,2013-09-23,51-65
72.87,Chip,Rome,Male,Fayetteville,NC,18316,37346,64030,680,5,Debit,24295,Yes,2019-08-13,51-65
11.1,Chip,Leander,Female,Cedar Park,TX,30418,62019,85666,543,4,Debit,21968,No,2016-10-19,36-50
152.15,Chip,Lafayette,Female,Lafayette,CO,30072,61312,25355,708,3,Debit,21968,No,2018-12-17,51-65
77.98,Swipe,Port au Prince,Male,Fort Worth,TX,21401,18149,26672,738,2,Debit,21968,Yes,2010-09-07,51-65
81.48,Chip,Rome,Female,Silver City,NM,16654,25066,424,695,7,Debit,24295,Yes,2018-09-22,66+
38.61,Swipe,Mokena,Male,Mokena,IL,32083,77961,39811,616,3,Debit,21968,No,2007-03-19,51-65
31.45,Online,ONLINE,Male,Sherman,TX,15737,32086,53595,747,4,Credit,12400,Yes,2012-07-29,26-35
226,Swipe,Las Vegas,Male,Shelbyville,IN,18324,37362,21600,703,4,Debit,21968,Yes,2006-04-06,51-65
18.54,Swipe,Hialeah,Female,Miami,FL,19386,23217,2559,616,3,Debit,21968,Yes,2006-01-24,66+
14.58,Swipe,Indianapolis,Female,Indianapolis,IN,24233,49412,42378,830,3,Debit,21968,No,2011-07-16,36-50
-493,Online,ONLINE,Female,Iowa City,IA,23238,47374,35312,714,2,Debit,21968,Yes,2010-04-07,36-50
12.4,Swipe,Hendersonville,Female,Hendersonville,TN,25166,51316,0,759,6,Debit,24295,No,2006-03-25,51-65
76.47,Online,ONLINE,Female,Barnegat,NJ,20034,40848,146608,706,2,Debit,21968,No,2016-06-18,51-65
212.01,Online,ONLINE,Male,Wagoner,OK,15195,30983,10019,757,5,Debit,24295,Yes,2015-04-17,66+
893.28,Online,ONLINE,Female,Hollywood,FL,19712,40194,107765,738,6,Debit,620,Yes,2013-08-11,51-65
39.47,Chip,Melbourne,Male,Melbourne,FL,15840,32295,72357,698,4,Debit,46414,No,2015-10-20,51-65
0.4,Online,ONLINE,Male,Hinsdale,IL,92938,189490,448929,717,3,Debit,21968,Yes,2010-05-31,51-65
120.62,Online,ONLINE,Female,Union,NJ,28993,59114,132715,730,2,Debit,24295,Yes,2010-04-15,36-50
104.64,Swipe,Algiers,Male,Wheeling,IL,23098,33686,24997,488,2,Debit,21968,Yes,2006-07-18,51-65
89.47,Swipe,Woodinville,Male,Sammamish,WA,50607,103185,206422,564,1,Debit,24295,No,2008-04-01,51-65
61.64,Swipe,Oklahoma City,Female,Oklahoma City,OK,17070,33811,2206,682,7,Debit,33375,No,2010-02-26,66+
17.82,Swipe,San Rafael,Male,San Rafael,CA,30819,62837,86171,850,3,Debit,46414,No,2009-08-19,51-65
40.29,Swipe,Chicago Heights,Male,Chicago Heights,IL,16503,38761,69,760,7,Credit,12400,No,2009-11-10,66+
2.4,Online,ONLINE,Female,Bothell,WA,33226,67747,76650,804,3,Debit,46414,Yes,2002-12-06,36-50
30.48,Online,ONLINE,Male,Mount Holly,NC,22487,45852,114746,615,2,Debit,24295,Yes,2016-05-12,51-65
5.68,Swipe,Brooklyn,Male,Brooklyn,NY,14856,30288,42745,689,4,Debit,24295,No,2009-08-12,51-65
3.12,Swipe,Louisville,Male,Brooklyn,NY,23316,47542,2667,725,3,Debit,21968,No,2010-04-13,36-50
404,Chip,Rome,Female,Atlanta,GA,24196,49335,51520,773,3,Debit,24295,Yes,2019-09-27,36-50
133.98,Online,ONLINE,Female,Rialto,CA,14632,26546,2480,689,6,Debit,21968,Yes,2014-03-09,66+
64.24,Chip,Rome,Female,Whites Creek,TN,20657,42120,72801,739,4,Credit,12400,Yes,2018-12-12,36-50
14.34,Online,ONLINE,Male,Wagoner,OK,15195,30983,10019,757,5,Credit,12400,Yes,2015-06-30,66+
7.28,Chip,Rome,Male,San Antonio,TX,36852,75137,175263,631,1,Debit,24295,Yes,2018-05-16,36-50
74,Swipe,Hollywood,Female,Hollywood,FL,19712,40194,107765,738,6,Debit,24295,No,2005-09-19,51-65
32.78,Swipe,Richmond,Female,Bothell,WA,33226,67747,76650,804,3,Debit,46414,Yes,2002-01-07,36-50
48.37,Swipe,Los Angeles,Male,Los Angeles,CA,12362,25205,65179,688,1,Debit,24295,No,2014-01-14,36-50
-240,Online,ONLINE,Male,Franklin,TN,36563,74550,37427,687,4,Credit,12400,Yes,2015-09-19,51-65
99.56,Swipe,Calgary,Male,Valley Stream,NY,27778,56640,104134,672,4,Debit,46414,No,2011-07-14,36-50
99.8,Chip,Rome,Female,Whites Creek,TN,20657,42120,72801,739,4,Credit,12400,Yes,2018-12-14,36-50
8.96,Swipe,Abuja,Male,Lake Forest,CA,30307,61793,686,767,4,Debit,24295,Yes,2001-06-22,51-65
16.72,Swipe,Eight Mile,Female,Eight Mile,AL,15207,31008,60527,713,4,Debit,21968,No,2016-03-29,36-50
28.06,Swipe,Lutz,Male,Ridgewood,NJ,75378,153691,197377,604,2,Debit,21968,No,2012-04-18,51-65
-125,Chip,Maryville,Female,Tucson,AZ,22662,46209,56034,710,4,Debit,46414,No,2018-11-27,36-50
40.32,Chip,Myrtle Beach,Female,Myrtle Beach,SC,19025,32817,27209,705,6,Debit,24295,No,2016-08-06,66+
4.41,Chip,Wilmington,Female,Wilmington,DE,35630,72647,90579,739,1,Debit,24295,No,2019-07-20,36-50
35.12,Chip,Hephzibah,Male,Harlem,GA,16568,33778,10058,757,1,Debit,24295,No,2017-12-25,26-35
143.43,Chip,Rome,Male,Kissimmee,FL,13964,28476,0,693,3,Debit,21968,Yes,2018-04-05,51-65
40.18,Online,ONLINE,Male,Hendersonville,NC,13634,23993,2573,714,5,Debit,46414,Yes,2008-03-06,66+
72.91,Chip,West Jefferson,Female,Bakersville,NC,14093,28733,0,702,3,Debit,24295,Yes,2016-05-08,36-50
4.45,Swipe,Orlando,Female,Chicago,IL,22296,45462,68494,657,5,Debit,24295,No,2011-03-22,51-65
34.72,Online,ONLINE,Male,Brooklyn,NY,16985,34637,12623,710,4,Credit,12400,Yes,2016-10-06,51-65
50.54,Swipe,Rushville,Female,Edinburgh,IN,17585,35854,49101,850,2,Debit,21968,No,2004-05-05,51-65
2.47,Chip,Rome,Female,Strafford,NH,24779,50523,98763,578,1,Debit,24295,Yes,2019-03-19,66+
134.97,Online,ONLINE,Female,Mira Loma,CA,19851,40470,87086,691,5,Credit,12400,No,2018-05-16,51-65
42.1,Chip,Berea,Female,Coshocton,OH,15603,31814,43140,693,3,Debit,21968,No,2017-11-04,51-65
121.72,Chip,Rome,Male,Waimanalo,HI,18080,36860,65049,714,3,Debit,24295,Yes,2017-12-12,36-50
33.66,Swipe,Rome,Male,Summit Argo,IL,15221,31031,21853,744,7,Debit,24295,Yes,2019-02-02,36-50
18.86,Swipe,Andover,Male,Andover,KS,32162,65573,143069,739,4,Credit,12400,No,2009-03-05,66+
121.33,Swipe,Oviedo,Male,Oviedo,FL,27255,55571,93460,636,3,Debit,24295,No,2011-04-30,51-65
35.61,Swipe,Rome,Male,Lawrenceville,GA,24252,57383,20725,799,4,Credit,12400,Yes,2018-11-22,66+
96,Swipe,Leitchfield,Male,Leitchfield,KY,14038,9445,14856,641,2,Debit,24295,No,2008-12-24,51-65
21.97,Chip,Rome,Female,Hubbard,OH,18351,37415,66403,665,1,Debit,24295,Yes,2019-08-17,36-50
44.07,Swipe,Lubbock,Male,Lubbock,TX,16272,33178,92366,671,2,Debit,24295,No,2012-04-01,51-65
30.93,Chip,Wilmer,Male,Dallas,TX,12693,25883,44404,706,4,Debit,24295,Yes,2016-10-06,51-65
475,Online,ONLINE,Female,Fairfield,OH,21992,44839,63194,625,3,Debit,24295,Yes,2008-10-11,51-65
94.59,Swipe,New York,Female,Union City,NJ,16770,34190,39242,810,7,Debit,46414,Yes,2008-08-08,51-65
24.18,Swipe,Mobile,Male,Pensacola,FL,17987,36671,39882,850,3,Debit,46414,Yes,2006-09-07,36-50
45.84,Swipe,Istanbul,Female,Burke,VA,35563,87659,0,779,4,Debit,24295,Yes,2004-10-29,66+
10.24,Online,ONLINE,Female,Lorton,VA,35062,71490,0,782,3,Debit,46414,Yes,2008-11-27,51-65
30.22,Swipe,Middletown,Male,Middletown,OH,19293,39336,43747,690,3,Debit,24295,No,2009-05-19,36-50
-330,Chip,Amherst,Female,Coshocton,OH,15603,31814,43140,693,3,Debit,24295,No,2017-09-23,51-65
3.72,Chip,Jackson,Male,Skiatook,OK,21234,43290,90238,690,4,Debit,46414,No,2015-03-07,36-50
18.75,Swipe,Suwanee,Male,Suwanee,GA,35710,72807,0,803,3,Debit,24295,No,2014-07-17,51-65
161.44,Online,ONLINE,Female,Lapel,IN,19810,40392,52417,645,1,Debit,24295,Yes,2015-09-07,36-50
145.66,Online,ONLINE,Male,Cleveland,OH,27646,56368,71544,664,3,Debit,21968,Yes,2015-09-28,36-50
85.51,Online,ONLINE,Female,Cushing,OK,17237,35142,107898,731,4,Credit,12400,Yes,2008-08-04,36-50
143,Chip,Rome,Male,North Hollywood,CA,15239,28644,879,806,7,Debit,33375,Yes,2017-11-22,66+
97.32,Chip,Bethlehem,Female,Bethlehem,PA,24571,50696,32793,767,5,Debit,24295,No,2018-06-02,51-65
13.08,Swipe,Lebanon,Male,Camp Hill,PA,25336,54654,27241,618,1,Debit,24295,No,2018-04-23,66+
9.5,Swipe,San Diego,Female,Chula Vista,CA,16942,34540,22641,793,5,Debit,21968,Yes,2008-11-13,51-65
15.47,Online,ONLINE,Male,Waimanalo,HI,18080,36860,65049,714,3,Debit,46414,No,2014-06-21,36-50
14.12,Chip,Prue,Male,Perkins,OK,17394,35468,53185,490,2,Debit,24295,No,2016-05-29,51-65
436.44,Chip,Rome,Female,Silver City,NM,16654,25066,424,695,7,Debit,24295,Yes,2018-09-28,66+
35.34,Chip,Circle Pines,Female,Menasha,WI,22277,45419,124370,721,3,Debit,24295,No,2017-01-08,26-35
4.24,Chip,Jamaica,Male,Jamaica,NY,20760,42332,75213,616,6,Debit,21968,No,2017-09-10,51-65
7.51,Swipe,Littleton,Female,Littleton,CO,31024,67186,29682,692,1,Debit,24295,No,2012-08-06,66+
52.39,Swipe,Highland Park,Male,Detroit,MI,14848,28714,12978,638,2,Debit,24295,Yes,2008-06-22,66+
17.07,Chip,Rome,Female,Chicago,IL,11951,24372,63295,793,4,Debit,21968,Yes,2018-04-09,36-50
13.16,Swipe,Round Lake,Male,Round Lake,IL,22578,46039,79738,672,4,Debit,46414,No,2013-07-27,36-50
120.91,Online,ONLINE,Female,Kokomo,IN,16794,34241,79551,784,2,Debit,21968,Yes,2010-03-14,36-50
197.62,Online,ONLINE,Male,Indianapolis,IN,14691,29957,60321,624,5,Debit,46414,Yes,2012-01-18,51-65
2.75,Swipe,Tucson,Male,Tucson,AZ,17460,35602,55369,661,5,Credit,12400,No,2012-05-23,66+
125.84,Swipe,Long Beach,Male,Long Beach,CA,32079,50184,27778,732,4,Debit,21968,Yes,2008-06-28,66+
-320,Online,ONLINE,Female,Waukegan,IL,15770,32150,47179,717,6,Debit,620,Yes,2013-09-27,36-50
40.38,Swipe,Easton,Female,Easton,PA,21005,42825,105122,850,5,Debit,24295,No,2015-01-08,51-65
51.02,Online,ONLINE,Female,Tampa,FL,13254,13596,352,684,4,Debit,21968,Yes,2002-12-26,66+
2.2,Online,ONLINE,Male,Hinsdale,IL,92938,189490,448929,717,3,Debit,21968,Yes,2008-09-25,51-65
24.22,Online,ONLINE,Female,Buffalo,NY,15461,31525,57818,686,2,Debit,21968,Yes,2013-11-23,26-35
93,Swipe,Rome,Female,Mendham,NJ,91180,185909,461854,621,5,Credit,12400,Yes,2019-06-14,66+
-397,Chip,Rome,Male,Monroe,CT,37131,75711,121251,750,1,Debit,24295,Yes,2019-03-08,36-50
264,Online,ONLINE,Female,Mira Loma,CA,19851,15470,15349,789,7,Debit,33375,Yes,2016-05-29,66+
157.48,Online,ONLINE,Male,Lynwood,CA,13632,27795,72318,701,4,Debit,46414,Yes,2012-08-02,26-35
73.54,Chip,Warsaw,Male,Alta,IA,16901,34456,54634,752,4,Debit,46414,No,2016-01-05,36-50
177.57,Online,ONLINE,Male,Levittown,NY,29337,59815,73325,573,2,Debit,24295,Yes,2010-04-09,51-65
165.91,Swipe,New Stanton,Female,Greensburg,PA,23074,52315,3174,695,4,Debit,24295,Yes,2009-02-15,66+
26.29,Swipe,San Antonio,Male,San Antonio,TX,29557,33426,1852,699,4,Debit,46414,No,2013-01-16,66+
18.32,Swipe,San Diego,Male,San Diego,CA,34848,53222,23051,640,1,Debit,24295,No,2017-02-12,66+
12.24,Swipe,Garland,Male,Garland,TX,18408,37536,63386,717,3,Debit,46414,No,2009-01-27,51-65
66.72,Chip,Cabot,Male,Bigelow,AR,18817,38371,50530,703,3,Debit,21968,No,2017-02-05,51-65
59.77,Online,ONLINE,Female,El Paso,TX,14322,29206,25966,716,6,Debit,24295,Yes,2015-04-01,51-65
1.55,Swipe,Sandusky,Female,Republic,OH,18462,37645,46298,654,4,Debit,24295,No,2005-04-08,51-65
262.92,Online,ONLINE,Male,Humble,TX,32943,67170,114251,489,3,Debit,46414,Yes,2016-01-28,36-50
807.4,Swipe,Rome,Female,Mendham,NJ,91180,185909,461854,621,5,Debit,21968,Yes,2019-03-09,66+
78.66,Swipe,Castalia,Male,San Diego,CA,36323,74059,144396,744,4,Debit,21968,Yes,2007-02-24,66+
100,Swipe,Newburgh,Male,Newburgh,NY,22762,46408,0,847,7,Debit,46414,No,2010-09-23,36-50
164.56,Online,ONLINE,Female,Eastlake,OH,20155,41091,86837,695,6,Debit,21968,No,2011-03-13,26-35
100,Chip,Orlando,Male,Toledo,OH,12101,24668,22338,756,1,Debit,24295,No,2016-12-25,26-35
9.82,Online,ONLINE,Male,Westminster,SC,15406,31943,1248,686,6,Credit,12400,No,2009-05-03,66+
75.95,Swipe,Rome,Male,Westlake,OH,36610,74644,204251,792,3,Debit,24295,Yes,2018-07-09,26-35
70.46,Online,ONLINE,Female,Oshkosh,WI,19573,39911,93823,625,7,Debit,620,Yes,2016-08-25,36-50
38.5,Online,ONLINE,Male,Mokelumne Hill,CA,18223,37147,0,703,3,Debit,21968,Yes,2016-04-28,51-65
271.35,Swipe,Wooster,Female,Albany,NY,15490,31582,23359,693,4,Debit,24295,Yes,2014-04-05,51-65
163.62,Online,ONLINE,Male,Park Forest,IL,19359,39472,82626,698,1,Debit,24295,No,2020-01-12,36-50
169.35,Chip,Memphis,Male,Memphis,TN,33974,69270,97114,540,1,Debit,24295,No,2015-10-21,26-35
35.77,Swipe,Lebanon,Female,Owego,NY,19901,40576,54011,747,2,Debit,24295,No,2008-02-07,36-50
33.12,Chip,Rush,Male,Rush,NY,26072,54013,3628,779,8,Debit,24295,No,2017-04-02,66+
29.8,Swipe,Atlanta,Female,Atlanta,GA,24196,49335,51520,773,3,Debit,21968,No,2004-01-03,36-50
21.43,Swipe,Melville,Male,Huntington,NY,51032,104049,247623,741,2,Debit,21968,No,2014-03-23,36-50
59.94,Swipe,Rome,Female,Crown Point,IN,26168,53350,128676,685,5,Debit,24295,Yes,2018-11-05,51-65
15.77,Swipe,Alpharetta,Female,Alpharetta,GA,0,1426,3154,680,3,Debit,46414,No,2002-05-31,36-50
77,Swipe,Alexandria,Female,Arlington,VA,47408,96661,73401,721,2,Debit,24295,Yes,2012-05-02,26-35
0.66,Chip,Miami,Female,Miami,FL,14901,30383,58466,609,2,Debit,24295,No,2015-03-26,36-50
12.63,Online,ONLINE,Male,Tucson,AZ,17460,24960,889,707,9,Debit,24295,Yes,2015-11-17,66+
14.33,Chip,Alhambra,Female,West Covina,CA,22681,33483,196,698,5,Debit,46414,No,2019-11-30,66+
50.39,Swipe,Poca,Female,Poca,WV,18666,38059,68220,634,2,Debit,24295,No,2012-04-26,36-50
31.27,Swipe,Weatherford,Female,Weatherford,TX,19120,19581,21424,706,3,Debit,24295,No,2015-12-26,66+
8.42,Swipe,Novi,Male,Novi,MI,34259,62103,33545,509,4,Debit,24295,No,2013-05-07,66+
-487,Online,ONLINE,Female,Marion Center,PA,16071,32770,103262,641,4,Debit,24295,Yes,2010-02-06,36-50
87.41,Swipe,Okay,Male,Wagoner,OK,15195,30983,10019,757,5,Debit,24295,Yes,2015-04-17,66+
0.94,Chip,Eagle Mountain,Male,Alpine,UT,35834,73067,6332,721,3,Debit,46414,No,2017-01-20,36-50
71.76,Chip,Hudsonville,Female,Holland,MI,18877,38487,28032,773,4,Debit,46414,No,2020-02-24,26-35
272.44,Online,ONLINE,Male,Indianapolis,IN,14691,29957,60321,624,5,Debit,46414,Yes,2008-08-09,51-65
117.4,Chip,Mount Vernon,Male,Mount Vernon,OH,18019,36743,71719,612,2,Debit,24295,No,2016-10-26,51-65
196,Swipe,Roseville,Male,Vacaville,CA,26137,33869,370,821,7,Debit,21968,Yes,2008-11-26,66+
0.3,Online,ONLINE,Male,Great Barrington,MA,21365,43560,58544,850,5,Credit,12400,Yes,2014-02-23,36-50
2208.45,Online,ONLINE,Female,Sioux Falls,SD,20153,39082,16870,722,4,Credit,12400,Yes,2010-02-19,66+
92.9,Swipe,Algiers,Male,Millersburg,OH,13259,27035,58050,595,2,Debit,21968,Yes,2006-01-04,51-65
28.55,Online,ONLINE,Female,Hattiesburg,MS,14383,9678,812,688,6,Debit,620,Yes,2018-11-16,66+
60,Swipe,Mcalester,Male,Wagoner,OK,15195,30983,10019,757,5,Debit,24295,No,2010-05-29,66+
93.2,Online,ONLINE,Female,Roseville,CA,29367,59872,95927,752,4,Debit,46414,Yes,2015-12-04,26-35
115.98,Swipe,Lapeer,Female,Holly,MI,22680,46244,108449,814,5,Credit,12400,No,2012-07-17,51-65
449.1,Online,ONLINE,Female,Saint George,UT,14470,29510,47153,752,4,Credit,12400,No,2007-04-25,36-50
100.61,Chip,Rome,Female,New York,NY,163145,249925,202328,722,4,Debit,21968,Yes,2017-11-30,51-65
61,Swipe,Vincentown,Female,Vincentown,NJ,28433,57975,34570,773,4,Debit,24295,No,2007-12-12,36-50
160.39,Online,ONLINE,Female,Wilton,CT,94302,192269,100192,700,6,Debit,21968,Yes,2014-02-08,51-65
10.29,Swipe,Clinton,Female,Clinton,TN,18353,37422,127116,681,5,Debit,24295,No,2012-12-31,36-50
5.69,Online,ONLINE,Male,York,NE,18024,36753,33657,684,4,Debit,46414,Yes,2008-08-11,36-50
113.71,Swipe,Mexico City,Female,Pleasant Grove,UT,21232,43294,104521,816,7,Debit,33375,Yes,2000-11-25,36-50
